drugbank_id,PubChemCID,smiles
DB15589,PubChemCID:31211,CC(=O)CCC1=CC(=C(C=C1)O)OC
DB08059,PubChemCID:312145,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C
DB03140,PubChemCID:312183,B(C1=CC=C(C=C1)C(=O)O)(O)O
DB02296,PubChemCID:31260,CC(C)CCO
DB09117,PubChemCID:31264,CC1OC(OC(O1)C)C
DB03316,PubChemCID:31275,C1COCCO1
DBSALT002964,PubChemCID:312915,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32.C(=O)(C(=O)O)O
DB11129,PubChemCID:31294,C(=O)(N)N.OO
DB00466,PubChemCID:31304,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
DB00620,PubChemCID:31307,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
DBSALT000686,PubChemCID:31312,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O.Cl
DB04823,PubChemCID:31315,C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
DBSALT001408,PubChemCID:31338,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3.Cl.Cl
DB11379,PubChemCID:31343,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC
DB13321,PubChemCID:31346,C(S(=O)(=O)O)I
DB00687,PubChemCID:31378,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
DB08316,PubChemCID:3137930,CC1(CC2=C(C(=O)C1)C(=NC=N2)N)C
DB14708,PubChemCID:31388,CC1=CC=C(C=C1)S(=O)(=O)NCl
DB15793,PubChemCID:31391,C1=CC(=CC=C1O)S(=O)(=O)[O-].C1=CC(=CC=C1O)S(=O)(=O)[O-].[Zn+2]
DB01586,PubChemCID:31401,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
DB12308,PubChemCID:31402,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
DBSALT001505,PubChemCID:31407,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Ca+2]
DB03490,PubChemCID:314123,C1C2=CC=CC=C2C3=C1C(=NN3)C4=CC=NC=C4
DB01214,PubChemCID:31477,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
DB11594,PubChemCID:3149,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1
DB13649,PubChemCID:31508,CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC=CC=C3
DB01184,PubChemCID:3151,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
DB13494,PubChemCID:31513,CNCC(C1=CC(=C(C(=C1)OC)O)OC)O
DB00843,PubChemCID:3152,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
DB09298,PubChemCID:31553,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
DB00561,PubChemCID:3156,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
DB00590,PubChemCID:3157,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
DB11989,PubChemCID:31593,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-]
DB08156,PubChemCID:3161908,C1=CC(=CC=C1CCC(=O)O)S(=O)(=O)N
DB00366,PubChemCID:3162,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C
DB00801,PubChemCID:31640,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F
DB00450,PubChemCID:3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
DB13785,PubChemCID:3169,C1CN(CCN1CC(CO)O)C2=CC=CC=C2
DB00997,PubChemCID:31703,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O
DB09189,PubChemCID:31707,CC1(CN(C2=CC=CC=C21)C3=CC=CC=C3)CCCNC
DB01472,PubChemCID:31721,CC(CC1=CC=C(C=C1)OC)N
DB13825,PubChemCID:31796,CC(CCN1CCOCC1)OC(=O)C2(CCOCC2)C3=CC=CC=C3
DB00645,PubChemCID:3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2
DB13542,PubChemCID:31800,C[N+]1(CCCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
DB00651,PubChemCID:3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
DB01506,PubChemCID:31862,C1CCC(CC1)(C2=CC=CC=C2)N
DB11742,PubChemCID:3191,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
DB12968,PubChemCID:319665,C1CC(C(C(C1)O)NC(=O)N(CCCl)N=O)O
DB01127,PubChemCID:3198,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
DB01010,PubChemCID:3202,CC[N+](C)(C)C1=CC(=CC=C1)O
DB04461,PubChemCID:321,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)O)N2)C)CCC(=O)O)C)CCC(=O)O)CCC(=O)O)C
DBSALT001089,PubChemCID:32169,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl
DB09009,PubChemCID:32170,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
DB01084,PubChemCID:3219,CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C
DB07715,PubChemCID:3220,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
DB00228,PubChemCID:3226,C(C(OC(F)F)(F)F)(F)Cl
DB00467,PubChemCID:3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
DB04665,PubChemCID:323,C1=CC=C2C(=C1)C=CC(=O)O2
DBSALT002274,PubChemCID:32320,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C.[Cl-]
DBSALT001538,PubChemCID:32343,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[Na+].[Na+]
DB08992,PubChemCID:3236,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
DB07572,PubChemCID:3236724,CC1=CC=C(C=C1)S(=O)(=O)NCCCOC(=O)NC2=CC=NC=C2
DB00751,PubChemCID:3241,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
DB08991,PubChemCID:3242,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC
DB08990,PubChemCID:3245,CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3
DBSALT000894,PubChemCID:3246155,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O
DB15493,PubChemCID:3246390,C1=CC=C(C=C1)C2=C(C(=O)NC(=S)N2)CC3=C(C=CC4=CC=CC=C43)O
DB07440,PubChemCID:324690,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)O
DB08324,PubChemCID:3246941,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O
DBSALT001080,PubChemCID:325003,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O.OS(=O)(=O)O
DB03629,PubChemCID:3253681,CC1=[N+](C=C(C(=C1O)C=O)COP(=O)(O)O)[O-]
DB08289,PubChemCID:3256857,C1CC[N+](CC1)(CCC2=CC=C(C=C2)NC(=O)CCCC(=O)O)[O-]
DB08295,PubChemCID:3256859,C1=CC(=C(C=C1CC(=O)NCCCCCC(=O)[O-])[N+](=O)[O-])O
DB08296,PubChemCID:3256861,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(CCCCC(=O)O)[O-]
DB04512,PubChemCID:32594,CC(C)CC1=NC=CN=C1OC
DB02637,PubChemCID:3260017,C(C(=O)C(=O)O)C(=O)[O-]
DB01215,PubChemCID:3261,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4
DB03037,PubChemCID:3266379,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC(=C3O)CC(=O)O
DB01180,PubChemCID:32681,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC
DB13845,PubChemCID:3275,CCN(CC)CCOC1=CC=CC=C1C(=O)CCC2=CC=CC=C2
DB12736,PubChemCID:3276,C1=CN(C(=N1)[N+](=O)[O-])CC(=O)NCCO
DB01289,PubChemCID:32778,CC1=CC(=NO1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NN3CCCCCC3
DB00903,PubChemCID:3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
DB01013,PubChemCID:32798,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl
DB13544,PubChemCID:3282,CCOC1=CC=CC=C1C(=O)N
DB13598,PubChemCID:3283,CCOCC
DB01031,PubChemCID:3284,C#CC1(CCCCC1)OC(=O)N
DB00392,PubChemCID:3290,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31
DB00593,PubChemCID:3291,CCC1(CC(=O)NC1=O)C
DB00754,PubChemCID:3292,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
DB01542,PubChemCID:32938,CCC(=O)OC1(CCN(CC1CC=C)C)C2=CC=CC=C2
DB00311,PubChemCID:3295,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
DB01545,PubChemCID:3299,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F
DB14189,PubChemCID:3301,C(CN)N
DB09191,PubChemCID:33014,CC1(C2=CC=CC=C2C(S1)(CCCNC)C3=CC=CC=C3)C
DB00142,PubChemCID:33032,C(CC(=O)O)C(C(=O)O)N
DB13679,PubChemCID:33036,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
DB03603,PubChemCID:33037,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O
DB06198,PubChemCID:33039,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F
DB03615,PubChemCID:33042,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N
DB01077,PubChemCID:3305,CC(O)(P(=O)(O)O)P(=O)(O)O
DB08985,PubChemCID:3306,CCNCC(C1=CC(=CC=C1)O)O
DB09166,PubChemCID:3307,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C
DB00749,PubChemCID:3308,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
DB02991,PubChemCID:3311,CCSC(=NC1=CC=C(C=C1)C(F)(F)F)N
DB00926,PubChemCID:3312,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C
DB09086,PubChemCID:3314,COC1=C(C=CC(=C1)CC=C)O
DB01760,PubChemCID:33166,CC(C)C1=NC=CN=C1OC
DB15495,PubChemCID:331783,CN(C)C(=O)C1C(C2(C(C1O)(C3=C(O2)C=C(C=C3OC)OC)O)C4=CC=C(C=C4)OC)C5=CC=CC=C5
DB03514,PubChemCID:332,COC1=C(C=CC(=C1)C=C)O
DB05047,PubChemCID:3323368,C1COCCN1C(=O)C2=CC3=NON=C3C=C2
DB00426,PubChemCID:3324,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
DB00927,PubChemCID:3325,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
DBSALT000305,PubChemCID:33254,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3.Cl.Cl
DB01327,PubChemCID:33255,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
DB11380,PubChemCID:33309,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(N2)C3=CSC=N3
DB00949,PubChemCID:3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
DB07477,PubChemCID:3332,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
DB02002,PubChemCID:3332061,C=C(C(=O)N)N
DB01023,PubChemCID:3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
DB11410,PubChemCID:3334,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
DB14197,PubChemCID:33344,CN1C(=O)C=C(S1)Cl
DB08981,PubChemCID:3335,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
DB08980,PubChemCID:3336,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3
DB00574,PubChemCID:3337,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
DB01039,PubChemCID:3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
DB00800,PubChemCID:3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
DB00573,PubChemCID:3342,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
DB08490,PubChemCID:3342298,C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO
DB01288,PubChemCID:3343,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
DB08979,PubChemCID:3344,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3
DB00813,PubChemCID:3345,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
DB11412,PubChemCID:3346,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC
DB01604,PubChemCID:33478,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C
DB00950,PubChemCID:3348,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
DB14107,PubChemCID:33498,CC1=C(N2C(C(C2=O)N)SC1)C(=O)O
DB13790,PubChemCID:3351,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl
DB01148,PubChemCID:3354,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
DBSALT001000,PubChemCID:33544,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O.O
DB01195,PubChemCID:3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
DB04576,PubChemCID:3357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F
DB00867,PubChemCID:33572,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
DB03452,PubChemCID:3359381,C[Si](C)(C)C(CC(=O)O)C(=O)O
DB01060,PubChemCID:33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
DBSALT000867,PubChemCID:33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
DB00373,PubChemCID:33624,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
DB08950,PubChemCID:33625,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43
DB13791,PubChemCID:33630,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
DB08570,PubChemCID:3364665,CC(=O)NC1=C(C=C(C=C1O)C(=O)O)[N+](=O)[O-]
DB03342,PubChemCID:3364666,CC(=O)NC1=C(C=C(C=C1)C(=O)O)NC(N)N
DB00196,PubChemCID:3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
DB01099,PubChemCID:3366,C1=NC(=O)NC(=C1F)N
DB13506,PubChemCID:33672,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC=CC=C4)C(=O)O)C
DB13308,PubChemCID:33675,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)NO
DBSALT002966,PubChemCID:3367708,C(CC(=O)[O-])CO.C(CC(=O)[O-])CO.[Ca+2]
DB01567,PubChemCID:3369,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
DB02266,PubChemCID:3371,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
DB00623,PubChemCID:3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
DB01205,PubChemCID:3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
DB02712,PubChemCID:337359,C1COC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F
DB08972,PubChemCID:3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
DB00193,PubChemCID:33741,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
DB01587,PubChemCID:33746,CC1=CC(=O)N2CC(=O)N(C3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl)C
DB02990,PubChemCID:3378216,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)C
DB03576,PubChemCID:3378336,CC1=NC=C(C(=C1O)CNC(C(C)O)C(=O)O)COP(=O)(O)O
DB03302,PubChemCID:33791,C1C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)O1
DB00936,PubChemCID:338,C1=CC=C(C(=C1)C(=O)O)O
DB01544,PubChemCID:3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
DB03416,PubChemCID:3382778,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)[O-]
DB07681,PubChemCID:3383616,CCCCCCCCCCCCS(=O)(=O)[O-]
DB00544,PubChemCID:3385,C1=C(C(=O)NC(=O)N1)F
DB00472,PubChemCID:3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DB02048,PubChemCID:3387240,C1=NN(C=N1)C(=[NH2+])N
DBSALT000776,PubChemCID:3388,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
DB01430,PubChemCID:33887,C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
DBSALT000777,PubChemCID:3389,CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
DB11115,PubChemCID:33919,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O
DB00690,PubChemCID:3393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
DB00712,PubChemCID:3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
DB12549,PubChemCID:339455,CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])NC4=C(C3=N1)C=C(C=C4)OC
DB14938,PubChemCID:3395,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C
DB04842,PubChemCID:3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
DB00499,PubChemCID:3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
DB03454,PubChemCID:340,CC1=C(C(=CC=C1)O)O
DB13425,PubChemCID:3401,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4
DB00176,PubChemCID:3404,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
DB00699,PubChemCID:34040,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br
DB09253,PubChemCID:34042,CC(CCC1=CC2=C(C=C1)OCO2)NN
DB13505,PubChemCID:34055,CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C2=CC=CC=C2
DB01213,PubChemCID:3406,CC1=CNN=C1
DB08968,PubChemCID:3407,CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3
DB00983,PubChemCID:3410,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
DB00529,PubChemCID:3415,C(=O)(O)P(=O)(O)O
DB08803,PubChemCID:34154,CC1=CC(=C(C=C1)C(C)C)OCC2=NCCN2
DB01776,PubChemCID:342,CC1=CC(=CC=C1)O
DB14056,PubChemCID:34230,CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC
DB00815,PubChemCID:3423265,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DB00776,PubChemCID:34312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
DB16231,PubChemCID:34313,CC1=C(OC(=C1C(=O)NC2=CC=CC=C2)C)C
DB01501,PubChemCID:34328,C1CN(CCC1(C2=CC=CC=C2)C(=O)O)CCC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4
DB00614,PubChemCID:3435,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
DB00190,PubChemCID:34359,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
DB00695,PubChemCID:3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
DB12832,PubChemCID:34457,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)O)CCC5=CC(=O)C=CC35C)O
DB00996,PubChemCID:3446,C1CCC(CC1)(CC(=O)O)CN
DB12831,PubChemCID:3447,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N
DB04646,PubChemCID:34474,CC1=C(C(=O)C(=C(C1=O)Br)C(C)C)Br
DB06554,PubChemCID:3448,C1CNCC2=C1C(=O)NO2
DB09245,PubChemCID:34521,CC1=CC(=CC=C1)N2CC(OC2=O)CO
DB13444,PubChemCID:34536,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NCCO)I
DB03701,PubChemCID:3455,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
DB07820,PubChemCID:3457,CCOCN1C(=C(C(=O)NC1=O)C(C)C)CC2=CC(=CC(=C2)C)C
DB15827,PubChemCID:34625,CC[N+](C)(CC)CCOC(C)(C1CC2CC1C=C2)C3=CC=CC=C3.[Br-]
DB01241,PubChemCID:3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
DBSALT000994,PubChemCID:34632,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4.Cl
DB00680,PubChemCID:34633,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4
DB02441,PubChemCID:3465283,CCCCC1=NC2=C(N1)C(=O)NNC2=O
DB00798,PubChemCID:3467,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
DB00406,PubChemCID:3468,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
DB07292,PubChemCID:346926,C1=CC(=CC=C1C2=CSC(=N2)N)O
DB04105,PubChemCID:347402,CCCCCCCNC=O
DB01120,PubChemCID:3475,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
DB00118,PubChemCID:34755,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
DB03707,PubChemCID:347590,CCSC(=NC1=CC=CC=C1)N
DB00222,PubChemCID:3476,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
DB01067,PubChemCID:3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
DB03266,PubChemCID:3485,C(CC=O)CC=O
DB04836,PubChemCID:34869,C1CC2=CC=CC=C2C(C3=CC=CC=C31)[NH2+]CCCCCCC(=O)O.[Cl-]
DBSALT000803,PubChemCID:34869,C1CC2=CC=CC=C2C(C3=CC=CC=C31)[NH2+]CCCCCCC(=O)O.[Cl-]
DB01437,PubChemCID:3487,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
DB01016,PubChemCID:3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
DB07641,PubChemCID:3492020,CCCCCCCCCCP(=O)(C)C
DB13044,PubChemCID:3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
DB03407,PubChemCID:3505109,C1=CC(=C(C=C1[N+](=O)[O-])O)O
DB07034,PubChemCID:3506204,C1=CC2=C(C=C1OCC(=O)O)C(=NO)C3=C2C=CC(=C3)OCC(=O)O
DB13329,PubChemCID:3515,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C
DB00874,PubChemCID:3516,COC1=CC=CC=C1OCC(CO)O
DB00629,PubChemCID:3517,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
DB01170,PubChemCID:3518,C1CCCN(CCC1)CCN=C(N)N
DB01018,PubChemCID:3519,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
DB00536,PubChemCID:3520,C(=N)(N)N
DB08848,PubChemCID:3532,C1CNCC(=C1)C(=O)O
