drugbank_id,PubChemCID,smiles
DB16223,PubChemCID:20054959,CC(C)C1CC2=C(C3=C(C(=CC=C3)OC)[N+](=C2O1)C)OC
DB13208,PubChemCID:20055008,CC12CC(C3C(C1CC(=C)C2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
DB13693,PubChemCID:20055036,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C
DB13468,PubChemCID:20055089,CCN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4
DB01469,PubChemCID:20055090,CCCC(C)(C1CC23C=CC1(C4C25CCN(C3CC6=C5C(=C(C=C6)OC(=O)C)O4)C)OC)O
DB11201,PubChemCID:20055232,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2O)C(C)C
DB01500,PubChemCID:20055236,CC12CCC3C(C1CCC2O)CCC4=C(C(=O)CCC34)O
DBSALT001696,PubChemCID:20055247,CCC1CCNC(C1)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl.O.Cl
DB08993,PubChemCID:20055267,C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(C(CCN)O)N)N
DB13537,PubChemCID:20055283,CC1C(C(CC(O1)OC2C(OC(CC2OC=O)OC3C(OC(CC3OC=O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CC(C7C8=CC(=O)OC8)OC=O)O)C)C)C)C)OC=O)OC=O
DBSALT001301,PubChemCID:20055342,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I.CNCC(C(C(C(CO)O)O)O)O
DB13610,PubChemCID:20055352,CC(=O)C1(CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)C(F)(F)F)C)O
DB09195,PubChemCID:20055414,C1CC2CN3C(=NN=C3C2C1)CCN4CCN(CC4)C5=CC=CC(=C5)C(F)(F)F
DBSALT002815,PubChemCID:20055430,CC(=O)OC1=C(C=C(C=C1)C(=O)NC2=C(C=C(C=C2Br)Br)CN(C)C3CCCCC3)OC.Cl
DB13334,PubChemCID:20055482,CS(=O)(=O)OCC(C(C(C(COS(=O)(=O)C)OS(=O)(=O)C)O)O)OS(=O)(=O)C
DB04258,PubChemCID:20055510,CCC(CC)(C=CC=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O
DB11531,PubChemCID:20056431,CCC1C(CCC2(O1)CC3CC(O2)CC=C(CC(C=CC=C4COC5C4(C(C=C(C5=NO)C)C(=O)O3)O)C)C)C.CC1CCC2(CC3CC(O2)CC=C(CC(C=CC=C4COC5C4(C(C=C(C5=NO)C)C(=O)O3)O)C)C)OC1C
DB01578,PubChemCID:20056604,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(C=O)C(C(C(CO)O)O)O)I)N(C)C(=O)C)I
DB09144,PubChemCID:20058,CC(=O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C
DB06793,PubChemCID:200742,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
DBSALT001497,PubChemCID:20112022,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.O.O.Cl
DB04336,PubChemCID:2014,C1=CC(=CC=C1C(=N)N)NC(=O)NC2=CC=C(C=C2)Cl
DB13099,PubChemCID:20140,CCC(C)C(CC)C(=O)N
DB13190,PubChemCID:2017,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N
DBSALT000538,PubChemCID:20179,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl
DB02240,PubChemCID:20194,CC(CCCN(CCCl)CCCl)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC
DBSALT002338,PubChemCID:202190,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Cl-]
DB13179,PubChemCID:202225,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C
DBSALT001700,PubChemCID:20226420,C1CN=C(N1)NC2=C(C=CC=C2Br)F.Cl
DB00242,PubChemCID:20279,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
DBSALT001376,PubChemCID:20287,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N.C(CO)NCCO
DBSALT001377,PubChemCID:20298,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O.[Cl-]
DB00505,PubChemCID:20299,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O
DB13114,PubChemCID:20313,C[N+](C)(CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31)[O-]
DB14717,PubChemCID:20317278,CC1=NN=C2N1C3=C(C=C(C=C3)[N+](=O)[O-])C(=NC2)C4=CC=CC=C4
DB01724,PubChemCID:2033049,CC(C(CO)N)O
DB14001,PubChemCID:20353,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)O)C
DB13466,PubChemCID:203911,CN1C2CCC1CC(C2)OC3C4=CC=CC=C4CCC5=CC=CC=C35
DB11100,PubChemCID:204,C1(C(=O)NC(=O)N1)NC(=O)N
DB16227,PubChemCID:204056,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)C(=O)NCC(C)CC(F)(F)F)C)OC
DB16308,PubChemCID:204104,CC1C2=CC=CC=C2CCN1C3=NC(=NC(=C3C)C)NC4=CC=C(C=C4)F
DB06582,PubChemCID:204105,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C
DBSALT001715,PubChemCID:204107,CC(C)(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.O
DB11427,PubChemCID:204108,CC(C)(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3
DB09199,PubChemCID:204109,C1=CC=C(C(=C1)COC2=CC3=C(C=C2)C=C(C=C3)CC4C(=O)NC(=O)S4)F
DB13160,PubChemCID:204163,CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2
DB02664,PubChemCID:20479,B(CCCC)(O)O
DB04577,PubChemCID:205131,C1CCC(C1)(CN)C2=CC=CC=C2
DB04490,PubChemCID:205225,C1=CC(=CN=C1)CS
DB07342,PubChemCID:20541332,C1C2CC3CC1CC(C2)(C3)C(=O)CN4C=CN=C4
DBSALT002901,PubChemCID:205536,C1=C(ONC1=O)CN.Br
DBSALT001323,PubChemCID:20567238,CC(CC1=CC=CC=C1)N.C(CCC(=O)O)CC(=O)O
DB08392,PubChemCID:2059510,COC1=CC=C(C=C1)C2=C(OC3=NC=NC(=C23)NCCO)C4=CC=C(C=C4)OC
DB06510,PubChemCID:206044,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC
DB12889,PubChemCID:20629114,CC(C)(C)S(=O)(=O)NC1CCC(CC1)C(=O)NC2=NC=C(C=C2)C(F)(F)F
DB15888,PubChemCID:20674,C1CCN(CC1)CCOC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O
DB04250,PubChemCID:20689,CCCC(=O)SCC[N+](C)(C)C
DB13513,PubChemCID:20737,CC1=C(C(=C(C=C1Br)Br)O)Br
DBSALT002516,PubChemCID:20749,CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC.[Br-]
DBSALT001008,PubChemCID:207841,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl
DB07014,PubChemCID:2079916,COC1=C(C=C(C=C1)CSC2=NN=C(O2)C3=CC4=C(C=C3)OCO4)F
DB13233,PubChemCID:2081,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N
DB09249,PubChemCID:20811,CCCCCCC(C)NN
DB00518,PubChemCID:2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
DB00578,PubChemCID:20824,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
DB01001,PubChemCID:2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
DB12937,PubChemCID:20833257,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OP(=O)(O)O)O
DB13910,PubChemCID:20835964,CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Bi+3]
DB02773,PubChemCID:2084,CCCOC1=C(C=C(C=C1)CC(=O)O)Cl
DB07113,PubChemCID:20843156,CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(C=C2)OC(C(=O)N3CCCOC)C4=CC(=CC(=C4)F)F
DBSALT000400,PubChemCID:20846,CC1=CC=CC=C1C(C2=CC=CC=C2)OCC[NH+](C)C.C(C(=O)O)C(CC(=O)[O-])(C(=O)O)O
DB08649,PubChemCID:20846113,C1=CC=C2C(=C1)C(=CN2)CC(N)O
DBSALT000780,PubChemCID:20846144,CC1C(O1)P(=O)(O)O.O.[Ca+2]
DBSALT001933,PubChemCID:20846247,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6.Cl
DBSALT001739,PubChemCID:20848874,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N.O.O
DBSALT000796,PubChemCID:20848883,CN(C)CCN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O.Cl
DB00630,PubChemCID:2088,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
DBSALT002324,PubChemCID:208850,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O.C(C(C(=O)O)O)(C(=O)O)O
DB04855,PubChemCID:208898,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
DB06536,PubChemCID:208901,CCOC(CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O
DB00980,PubChemCID:208902,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
DB13436,PubChemCID:208903,CCC(=O)C1(CCN(CC1)CCOCCO)C2=CC=CC=C2
DB16213,PubChemCID:208907,CCN(C)C(=O)OC1=CC2=C(CCC2NCC#C)C=C1
DB01259,PubChemCID:208908,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
DB09217,PubChemCID:208910,CC1(C(=C(C(=O)O1)OCC2CC2)C3=CC=C(C=C3)S(=O)(=O)C)C
DB05025,PubChemCID:208924,C1CCN(CC1)CC(CON=C(C2=C[N+](=CC=C2)[O-])Cl)O
DB05343,PubChemCID:208925,CCCCCCC(CCC)C(=O)O
DB04888,PubChemCID:208951,C1CN(CCN1CC2=CC(=CC=C2)C3=CC=CC=C3)C4=CC=CC5=C4OC(=O)N5
DB12073,PubChemCID:208952,CC(C(CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3C=NC4=C(C3=O)C=CC(=C4)Cl
DB12393,PubChemCID:208953,C1COCCN1C2=CC3=C(C=C2C(F)(F)F)NC(=O)C(=O)N3CP(=O)(O)O
DB00346,PubChemCID:2092,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
DBSALT001334,PubChemCID:20933,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+]
DB13314,PubChemCID:2097,CC(C1=CC=C(C=C1)NCC(=C)C)C(=O)O
DBSALT001263,PubChemCID:209757,CC1=CC(=NN1)CCN2CCN(CC2)C3=CC(=CC=C3)Cl.Cl.Cl
DB00969,PubChemCID:2099,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C
DB13865,PubChemCID:21022,CCC1=C(CC2C3=CC(=C(C=C3CCN2C1)OC)OC)CC4C5=CC(=C(C=C5CCN4)OC)OC
DB08835,PubChemCID:210320,CC(=O)NC(CC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O
DBSALT002209,PubChemCID:210329,C(CC(=O)O)CN.Cl
DB07340,PubChemCID:210332,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5
DB08531,PubChemCID:21066087,C1=CC(=C(C(=C1)Cl)Cl)C2=NC3=CC=NN3C(=C2)NCC4=CC=NC=C4
DB08534,PubChemCID:21066096,C1=CC=C(C(=C1)C2=NC3=CC=NN3C(=C2)NCC4=CC=NC=C4)F
DB06983,PubChemCID:21066379,C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CN=CC=C4)CO
DB11957,PubChemCID:21071390,C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F
DBSALT002112,PubChemCID:21071391,C1=CC(=CC(=C1)OCC(C(F)F)(F)F)CNCCC2=CNC3=C2C=CC(=C3)F.Cl
DBSALT002798,PubChemCID:21078080,C1CN(CCC1CN2CC3=CC=CC=C3C2=O)CC(=O)C4=CC=C(C=C4)F.O.O.Cl
DB07834,PubChemCID:21078798,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NCC4CC4
DB06896,PubChemCID:21081761,C1=CN(C(=O)C(=C1)C(=O)NC2=CC(=C(C=C2)OC3=C4C=CNC4=NC=C3)F)C5=CC=C(C=C5)F
DB13657,PubChemCID:21102,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C
DB09069,PubChemCID:21109,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC
DBSALT002339,PubChemCID:21115148,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CN)N)N)N)O.OS(=O)(=O)O
DB12989,PubChemCID:21117946,C1CN2C(=N)N(C(C3C2(C1(O)O)NC(=N3)N)COC(=O)N)O
DBSALT002915,PubChemCID:21124335,C1=CC(=C(C(=C1)Cl)OCCNN=C(N)N)Cl.C1=CC(=C(C(=C1)Cl)OCCNN=C(N)N)Cl.OS(=O)(=O)O
DB07494,PubChemCID:21124461,C[N+]1(C2CCC1CC(C2)OC3C4=CC=CC=C4CCC5=CC=CC=C35)C
DBSALT002983,PubChemCID:21124775,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O.O
DBSALT001649,PubChemCID:21126664,CC(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O.Cl
DBSALT002260,PubChemCID:21128735,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O.OS(=O)(=O)O
DBSALT002152,PubChemCID:21133160,C1=CC(=CC(=C1)C(=O)NCC[S-])C(=O)NCC[S-].[Na+].[Na+]
DB12192,PubChemCID:21133161,C1=CC(=CC(=C1)C(=O)NCCS)C(=O)NCCS
DB03322,PubChemCID:21138,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
DBSALT000935,PubChemCID:21139913,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O.C(C(C(=O)O)O)(C(=O)O)O
DBSALT002740,PubChemCID:21146529,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O.O
DBSALT001843,PubChemCID:21155870,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O.CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O.O.O.O.OS(=O)(=O)O
DB12870,PubChemCID:21157,CCCCS(=N)(=O)CCC(C(=O)O)N
DB16027,PubChemCID:21158511,CCCCCC=CCC=CCCCCCCC(C(=O)O)O
DBSALT002830,PubChemCID:21158559,C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16.[Cl-].[Cl-]
DB13648,PubChemCID:21158560,C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16
DB04008,PubChemCID:21158756,C1=CC2=C(C=C1C(=N)N)NC(=N2)CC3=NC4=C(N3)C=C(C=C4)C(=N)N.[Zn+2]
DB04778,PubChemCID:21158881,CC(C1=CC=CC=C1)NC(NCC(O)O)NC2=CC=C(C=C2)CN
DB14476,PubChemCID:2116,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
DB00404,PubChemCID:2118,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
DB00866,PubChemCID:2119,CC(C)NCC(COC1=CC=CC=C1CC=C)O
DB02020,PubChemCID:2120,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CC(=O)O
DB11183,PubChemCID:21223,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=C(C=C5)S(=O)(=O)[O-].[Na+].[Na+]
DBSALT002839,PubChemCID:21225478,C1=CC=C2C(=C1)NC(=S)S2.[Na+]
DB00488,PubChemCID:2123,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
DB01336,PubChemCID:21233,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C
DB15458,PubChemCID:21236,CCCCC(C(=O)O)N
DB00915,PubChemCID:2130,C1C2CC3CC1CC(C2)(C3)N
DB12792,PubChemCID:213013,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl
DB06077,PubChemCID:21302490,CN1CCN2C3CCN(CC3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F
DB12805,PubChemCID:213037,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)Cl)NS(=O)(=O)C4=CC=C(S4)Cl
DB01264,PubChemCID:213039,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
DB14067,PubChemCID:213040,C1CN(CCN1CC(COC2=CC=CC3=C2C=CC=N3)O)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5
DB06585,PubChemCID:213041,CCC1(CC2=C(C1)C=C(C=C2)F)C3=CN=CN3
DB06358,PubChemCID:213043,COC1=C(C2=C(C=CC(O2)C3CC3)C(=C1)CC4=CN=C(N=C4N)N)OC
DB08815,PubChemCID:213046,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O
DB04850,PubChemCID:213049,C1CN(CC=C1C2=C(C=C(C=C2F)N3CC(OC3=O)COC4=NOC=C4)F)C(=O)C(CO)O
DB06368,PubChemCID:213052,C1=CC=C(C=C1)SC2=NC(=NC3=C2N=CN3CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)N
DB05095,PubChemCID:213053,COC1=C(C=C(C=C1)C2=C(N=CN2C3=CC=C(C=C3)S(=O)(=O)N)Cl)F
DB04657,PubChemCID:21307,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2
DB01122,PubChemCID:2131,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl
DB00301,PubChemCID:21319,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DB06742,PubChemCID:2132,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O
DB15911,PubChemCID:2136,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)O
DB06912,PubChemCID:21363450,C(CC=C(CCC=C(CCC=O)C=O)C=O)CC=O
DB02018,PubChemCID:2138,C1=CC(=CC=C1CC(=O)C(=O)O)C(=N)N
DB11521,PubChemCID:21389,C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4
DB00271,PubChemCID:2140,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I
DB01143,PubChemCID:2141,C(CN)CNCCSP(=O)(O)O
DB14134,PubChemCID:21414,CCCCCCCCCCC(CCCCCCCC)CO
DB08639,PubChemCID:214347,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C
DB01609,PubChemCID:214348,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O
DB11964,PubChemCID:214351,CC1=C(C=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)N4C=CC=C4)OC
DB03058,PubChemCID:21439,C1=CC=C(C(=C1)CO)N
DB02535,PubChemCID:2144,C1=CC(=CC=C1C(=O)NCCOCCOCCN)S(=O)(=O)N
DB00357,PubChemCID:2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
DBSALT002261,PubChemCID:21454432,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4.Cl
DB05383,PubChemCID:2146,C(=NN)(N)N
DBSALT000449,PubChemCID:21467,CC1=C(C(=CC=C1)C)OCC(C)N.Cl
DB00345,PubChemCID:2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N
DB15985,PubChemCID:2149,C(C(CN)O)C(=O)O
DB04534,PubChemCID:21501,C1=CC2=C(C=C1[N+](=O)[O-])C=NN2
DB00277,PubChemCID:2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2
DB04271,PubChemCID:215436,CCOC(=O)C1=C(NN=C1C)C
DB01118,PubChemCID:2157,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
DB13280,PubChemCID:21584777,CC(=O)CC(=O)[O-].CC(=O)CC(=O)[O-].CC(=O)CC(=O)[O-].[Al+3]
DB06288,PubChemCID:2159,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
DB00321,PubChemCID:2160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DB01025,PubChemCID:2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N
DB00381,PubChemCID:2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
DB15205,PubChemCID:216208,CC(C)(C(=O)NC(COCC1=CC=CC=C1)C(=O)N2CCC3=NN(C(=O)C3(C2)CC4=CC=CC=C4)C)N
DB14726,PubChemCID:216210,CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N
DB06268,PubChemCID:216235,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
DB06422,PubChemCID:216236,COC1CNCCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl
DB00398,PubChemCID:216239,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
DBSALT000415,PubChemCID:216259,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)O)CC(C)C)CC(C)C)CCNCS(=O)(=O)O)CCNCS(=O)(=O)O)C(C)O
DB12497,PubChemCID:216305,CC1=C(SC=[N+]1CC(=O)C2=CC=CC=C2)C
DBSALT000793,PubChemCID:216322,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6.Cl
DB16103,PubChemCID:216324,COC1=C(C=C(C=C1)NS(=O)(=O)C2=C(C(=C(C(=C2F)F)F)F)F)F
DB05399,PubChemCID:216325,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)OC(=O)CCC(=O)O)C(C)(C)C
DB00480,PubChemCID:216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
DB06280,PubChemCID:216327,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)C(=O)N
DB06609,PubChemCID:216385,CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(CS3)O)O)O
DB01351,PubChemCID:2164,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C
DB12506,PubChemCID:21640,C1=CC=C(C=C1)N2C(=NN=N2)N
DB06202,PubChemCID:216416,C1CCN(C1)CCOC2=CC=C(C=C2)C3C(CCC4=C3C=CC(=C4)O)C5=CC=CC=C5
DBSALT002046,PubChemCID:216452,CC1=NC=C(C(=C1O)CN)CO.Cl
DB07227,PubChemCID:216454,C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl
DB06529,PubChemCID:216456,C1=CC=NC(=C1)C(=O)C2=C3N=CC=C(N3N=C2)C4=CC=NC=C4
DBSALT001639,PubChemCID:216457,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5.C(CC(=O)O)C(=O)O
DB12569,PubChemCID:216466,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34CCC(CC3)(CC4)CCC(=O)O
DB06370,PubChemCID:216468,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl
DB00613,PubChemCID:2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
DB11378,PubChemCID:21651,CCOC(=O)C1=CNC2=CC(=C(C=C2C1=O)OCC(C)C)OCC(C)C
DBSALT001676,PubChemCID:21653,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
